SUKL kod;Celkova cena;Datum zmeny;Zdroj
8961E;4.89;02.09.2025;mzsr
8964C;4008.21;15.10.2024;mzsr
89676;1.30;15.10.2024;mzsr
8971E;4.17;02.09.2025;mzsr
89744;22.80;15.10.2024;mzsr
89756;6.56;15.10.2024;mzsr
89771;10.32;15.10.2024;mzsr
89786;13.12;15.10.2024;mzsr
89806;42.50;15.10.2024;mzsr
8980D;11.59;15.10.2024;mzsr
89839;25.84;15.10.2024;mzsr
8990C;5.71;15.10.2024;mzsr
89919;59.00;15.10.2024;mzsr
8993D;130.47;15.10.2024;mzsr
8997C;19.99;15.10.2024;mzsr
8997D;256.74;15.10.2024;mzsr
89996;4.00;15.10.2024;mzsr
89997;8.00;15.10.2024;mzsr
9001E;1.47;02.09.2025;mzsr
90028;0.84;15.10.2024;mzsr
9004E;5.67;01.07.2025;mzsr
90050;1.44;15.10.2024;mzsr
9006E;17.01;01.07.2025;mzsr
90099;282.35;15.10.2024;mzsr
90108;10.00;15.10.2024;mzsr
9010E;6.27;01.07.2025;mzsr
9011C;6.50;15.10.2024;mzsr
90126;16.80;15.10.2024;mzsr
90128;60.00;15.10.2024;mzsr
9012E;18.81;01.07.2025;mzsr
90134;0.99;15.10.2024;mzsr
90135;1.49;15.10.2024;mzsr
90140;4.62;15.10.2024;mzsr
90145;4.96;15.10.2024;mzsr
90159;1.39;15.10.2024;mzsr
9016E;7.95;01.07.2025;mzsr
90171;2.80;15.10.2024;mzsr
9018C;22.74;15.10.2024;mzsr
9018E;23.85;01.07.2025;mzsr
90197;107.25;15.10.2024;mzsr
9022E;8.67;01.07.2025;mzsr
9024E;26.01;01.07.2025;mzsr
90313;3.60;15.10.2024;mzsr
9036D;1107.94;15.10.2024;mzsr
90378;6.94;15.10.2024;mzsr
90389;0.70;15.10.2024;mzsr
9038E;1401.23;01.07.2025;mzsr
90397;1.39;15.10.2024;mzsr
9039E;1508.56;01.07.2025;mzsr
90406;2.80;15.10.2024;mzsr
90412;12.58;15.10.2024;mzsr
90429;7.95;15.10.2024;mzsr
90432;10.56;15.10.2024;mzsr
90433;21.12;15.10.2024;mzsr
90453;2.40;15.10.2024;mzsr
90455;4.80;15.10.2024;mzsr
9050D;17.21;15.10.2024;mzsr
9052C;4.40;15.10.2024;mzsr
9052D;60.27;15.10.2024;mzsr
9053C;13.20;15.10.2024;mzsr
90544;1.12;15.10.2024;mzsr
9054A;1859.81;15.10.2024;mzsr
9062D;10.47;15.10.2024;mzsr
9065D;36.65;15.10.2024;mzsr
90719;2.07;15.10.2024;mzsr
9072E;1508.56;01.07.2025;mzsr
9073E;1680.12;01.07.2025;mzsr
90760;5.16;15.10.2024;mzsr
90778;2.75;15.10.2024;mzsr
9083B;16.80;15.10.2024;mzsr
9089B;28.87;15.10.2024;mzsr
9093B;29.33;15.10.2024;mzsr
90957;0.20;15.10.2024;mzsr
90959;0.41;15.10.2024;mzsr
9096E;1680.12;01.07.2025;mzsr
9098A;3.99;15.10.2024;mzsr
91003;6.10;15.10.2024;mzsr
91004;9.95;15.10.2024;mzsr
91017;22.74;15.10.2024;mzsr
9101B;29.29;15.10.2024;mzsr
9104A;4.44;15.10.2024;mzsr
91093;2.36;15.10.2024;mzsr
91117;2.47;15.10.2024;mzsr
9119D;183.77;15.10.2024;mzsr
9122D;183.77;15.10.2024;mzsr
91230;4.16;15.10.2024;mzsr
9123D;551.33;15.10.2024;mzsr
91268;2.08;15.10.2024;mzsr
91341;2.46;15.10.2024;mzsr
91344;7.38;15.10.2024;mzsr
91352;3.60;15.10.2024;mzsr
91355;10.80;15.10.2024;mzsr
91364;6.23;15.10.2024;mzsr
91373;6.13;15.10.2024;mzsr
91376;24.53;15.10.2024;mzsr
91383;8.19;15.10.2024;mzsr
91386;32.76;15.10.2024;mzsr
9148D;8.12;15.10.2024;mzsr
91497;2.48;15.10.2024;mzsr
9151D;29.00;15.10.2024;mzsr
9156D;692.33;15.10.2024;mzsr
9158D;468.52;15.10.2024;mzsr
9160E;30.39;04.08.2025;mzsr
91624;3.06;15.10.2024;mzsr
91630;46.85;15.10.2024;mzsr
91631;23.20;15.10.2024;mzsr
9171E;18.99;04.08.2025;mzsr
91731;42.40;15.10.2024;mzsr
9175E;63.30;04.08.2025;mzsr
9177C;183.80;15.10.2024;mzsr
91788;0.20;15.10.2024;mzsr
9181B;1.96;15.10.2024;mzsr
9181D;39.06;15.10.2024;mzsr
9185E;18.99;04.08.2025;mzsr
9189E;63.30;04.08.2025;mzsr
91936;2.31;15.10.2024;mzsr
91945;2.93;15.10.2024;mzsr
91948;4.35;15.10.2024;mzsr
9194B;3.50;15.10.2024;mzsr
91951;1.47;15.10.2024;mzsr
91954;0.73;15.10.2024;mzsr
91966;2.20;15.10.2024;mzsr
91974;3.65;15.10.2024;mzsr
91983;22.86;15.10.2024;mzsr
91987;5.87;15.10.2024;mzsr
92006;7.28;15.10.2024;mzsr
92012;0.52;15.10.2024;mzsr
92015;2.08;15.10.2024;mzsr
92018;0.91;15.10.2024;mzsr
92039;2.98;15.10.2024;mzsr
92041;11.52;15.10.2024;mzsr
9207B;3.92;15.10.2024;mzsr
92187;5.46;15.10.2024;mzsr
92191;0.69;15.10.2024;mzsr
92222;4.87;15.10.2024;mzsr
92278;22.24;15.10.2024;mzsr
92282;15.14;15.10.2024;mzsr
92283;40.18;15.10.2024;mzsr
92284;79.25;15.10.2024;mzsr
92285;149.27;15.10.2024;mzsr
92305;211.96;15.10.2024;mzsr
92310;11.09;15.10.2024;mzsr
92313;18.59;15.10.2024;mzsr
92315;25.44;15.10.2024;mzsr
92363;3.24;15.10.2024;mzsr
92367;311.91;15.10.2024;mzsr
92371;624.00;15.10.2024;mzsr
92410;8.50;15.10.2024;mzsr
92411;4.00;15.10.2024;mzsr
9245C;365.55;15.10.2024;mzsr
9250C;394.70;15.10.2024;mzsr
9253A;34.10;15.10.2024;mzsr
9255C;452.73;15.10.2024;mzsr
9256B;16.04;04.03.2025;mzsr
9257A;48.10;15.10.2024;mzsr
9262B;16.80;15.10.2024;mzsr
92644;10.14;15.10.2024;mzsr
92645;33.80;15.10.2024;mzsr
92647;37.98;15.10.2024;mzsr
92650;18.99;15.10.2024;mzsr
92651;63.30;15.10.2024;mzsr
92654;12.67;15.10.2024;mzsr
92656;4.97;15.10.2024;mzsr
92658;32.90;15.10.2024;mzsr
92667;1.60;15.10.2024;mzsr
9266C;4051.08;15.10.2024;mzsr
92684;2.76;15.10.2024;mzsr
92698;450.33;15.10.2024;mzsr
9269C;329639.86;15.10.2024;mzsr
92706;5.33;15.10.2024;mzsr
92713;17.75;15.10.2024;mzsr
9272E;18.99;02.09.2025;mzsr
9273A;27.00;15.10.2024;mzsr
9273E;53.16;02.09.2025;mzsr
92749;3.00;15.10.2024;mzsr
92751;9.00;15.10.2024;mzsr
9280E;18.99;02.09.2025;mzsr
9281E;53.16;02.09.2025;mzsr
9284A;24.07;15.10.2024;mzsr
92869;1.91;15.10.2024;mzsr
92887;2.98;15.10.2024;mzsr
92900;3.00;15.10.2024;mzsr
92955;0.98;15.10.2024;mzsr
92973;8.79;15.10.2024;mzsr
92976;2.69;15.10.2024;mzsr
92977;8.06;15.10.2024;mzsr
92994;19.00;15.10.2024;mzsr
9299D;18.99;02.09.2025;mzsr
93010;4.86;15.10.2024;mzsr
9301D;53.16;02.09.2025;mzsr
9303C;19.57;15.10.2024;mzsr
9306A;14.38;15.10.2024;mzsr
93079;4.68;15.10.2024;mzsr
9308C;5.10;15.10.2024;mzsr
9309C;15.30;15.10.2024;mzsr
9318D;18.99;02.09.2025;mzsr
93191;22.31;15.10.2024;mzsr
9320D;53.16;02.09.2025;mzsr
93259;3.02;15.10.2024;mzsr
93289;1.92;15.10.2024;mzsr
9328E;4.14;03.10.2025;mzsr
93320;2.10;15.10.2024;mzsr
93330;3.93;15.10.2024;mzsr
93335;5.90;15.10.2024;mzsr
93336;7.86;15.10.2024;mzsr
9335C;10.92;15.10.2024;mzsr
9339C;14.79;15.10.2024;mzsr
9341D;959.41;15.10.2024;mzsr
9343C;16.80;15.10.2024;mzsr
93465;3.23;15.10.2024;mzsr
9346D;975.26;15.10.2024;mzsr
9347E;105.82;04.08.2025;mzsr
9349E;191.09;04.08.2025;mzsr
93502;18.54;15.10.2024;mzsr
93516;13.35;15.10.2024;mzsr
93519;13.35;15.10.2024;mzsr
93535;21.41;15.10.2024;mzsr
93538;3.84;15.10.2024;mzsr
93539;12.80;15.10.2024;mzsr
9354B;5.28;15.10.2024;mzsr
9354C;1957.95;15.10.2024;mzsr
9355C;470.38;15.10.2024;mzsr
93563;34.63;15.10.2024;mzsr
93590;2.44;15.10.2024;mzsr
9359B;17.25;15.10.2024;mzsr
93617;8.03;15.10.2024;mzsr
93619;4.25;15.10.2024;mzsr
93626;67.59;15.10.2024;mzsr
9367D;26156.36;15.10.2024;mzsr
9369B;41.84;15.10.2024;mzsr
93709;2.43;15.10.2024;mzsr
93723;1.70;15.10.2024;mzsr
93724;1.23;15.10.2024;mzsr
9372B;2050.86;15.10.2024;mzsr
93746;33.12;15.10.2024;mzsr
9374D;61.45;15.10.2024;mzsr
93770;31.23;15.10.2024;mzsr
9377B;225.10;15.10.2024;mzsr
9379B;122.45;15.10.2024;mzsr
9381A;27.00;15.10.2024;mzsr
93821;11.81;15.10.2024;mzsr
93828;4.80;15.10.2024;mzsr
93860;0.52;15.10.2024;mzsr
93865;8.88;15.10.2024;mzsr
93866;44.41;15.10.2024;mzsr
9388A;24.20;15.10.2024;mzsr
93921;13.56;15.10.2024;mzsr
93922;19.59;15.10.2024;mzsr
93933;0.99;15.10.2024;mzsr
9393B;7.28;15.10.2024;mzsr
9393D;5040.83;15.10.2024;mzsr
9397B;18.20;15.10.2024;mzsr
93992;15.96;15.10.2024;mzsr
93993;41.76;15.10.2024;mzsr
9410B;530.90;15.10.2024;mzsr
9412B;1732.27;15.10.2024;mzsr
9413B;705.49;15.10.2024;mzsr
94156;4.80;15.10.2024;mzsr
9415B;2298.91;15.10.2024;mzsr
94163;1.44;15.10.2024;mzsr
94164;0.84;15.10.2024;mzsr
94169;3.06;15.10.2024;mzsr
94310;14.18;15.10.2024;mzsr
94311;28.37;15.10.2024;mzsr
94312;47.24;15.10.2024;mzsr
94314;2.03;15.10.2024;mzsr
9433B;20.37;15.10.2024;mzsr
9440B;21.27;15.10.2024;mzsr
9443D;9.72;15.10.2024;mzsr
94442;2.64;15.10.2024;mzsr
9444D;29.16;15.10.2024;mzsr
94453;0.66;15.10.2024;mzsr
94489;7.62;15.10.2024;mzsr
94509;14.40;15.10.2024;mzsr
94586;4.80;15.10.2024;mzsr
94587;2.80;15.10.2024;mzsr
9462C;52.26;15.10.2024;mzsr
94763;6.79;15.10.2024;mzsr
9480B;20.97;15.10.2024;mzsr
94814;3.70;15.10.2024;mzsr
9481B;248.86;15.10.2024;mzsr
9481D;365.55;15.10.2024;mzsr
9482B;498.08;15.10.2024;mzsr
9483B;995.80;15.10.2024;mzsr
9483D;394.70;15.10.2024;mzsr
9484B;1991.61;15.10.2024;mzsr
9485B;2987.41;15.10.2024;mzsr
9486B;29.52;15.10.2024;mzsr
94872;607.75;15.10.2024;mzsr
94880;1.62;15.10.2024;mzsr
94883;3.24;15.10.2024;mzsr
94887;2.43;15.10.2024;mzsr
9488B;402.72;15.10.2024;mzsr
94897;8.42;15.10.2024;mzsr
9489B;1612.37;15.10.2024;mzsr
9489D;452.73;15.10.2024;mzsr
9491B;2476.47;15.10.2024;mzsr
9492B;5778.43;15.10.2024;mzsr
9493B;2544.17;15.10.2024;mzsr
9494B;2544.17;15.10.2024;mzsr
94958;2.26;15.10.2024;mzsr
9495B;2476.47;15.10.2024;mzsr
9496B;2544.17;15.10.2024;mzsr
9497B;2544.17;15.10.2024;mzsr
9498B;2544.17;15.10.2024;mzsr
9499B;2544.17;15.10.2024;mzsr
9500B;456.02;15.10.2024;mzsr
9501B;904.75;15.10.2024;mzsr
9501C;8.46;15.10.2024;mzsr
95021;6.03;15.10.2024;mzsr
95023;20.10;15.10.2024;mzsr
9502B;1799.13;15.10.2024;mzsr
95031;3.96;15.10.2024;mzsr
95038;19.80;15.10.2024;mzsr
9503B;3587.88;15.10.2024;mzsr
95046;1.68;15.10.2024;mzsr
95051;5.04;15.10.2024;mzsr
95052;8.40;15.10.2024;mzsr
9506B;445.37;15.10.2024;mzsr
95077;27.72;15.10.2024;mzsr
9507D;468.54;15.10.2024;mzsr
95094;23.43;15.10.2024;mzsr
9510D;79.93;15.10.2024;mzsr
9511D;155.98;15.10.2024;mzsr
95129;14.48;15.10.2024;mzsr
9512C;560.96;15.10.2024;mzsr
9512D;307.48;15.10.2024;mzsr
9513C;1206.77;15.10.2024;mzsr
9513D;709.33;04.06.2025;mzsr
95214;2.58;15.10.2024;mzsr
95215;3.60;15.10.2024;mzsr
95216;1.23;15.10.2024;mzsr
95217;2.46;15.10.2024;mzsr
95220;8.22;15.10.2024;mzsr
95221;14.61;15.10.2024;mzsr
95227;11.36;15.10.2024;mzsr
95232;0.99;15.10.2024;mzsr
95234;3.00;15.10.2024;mzsr
95236;1.98;15.10.2024;mzsr
9523C;1732.14;15.10.2024;mzsr
9524C;281.63;15.10.2024;mzsr
95278;2.40;15.10.2024;mzsr
95281;4.80;15.10.2024;mzsr
9529C;2.93;15.10.2024;mzsr
9530C;8.35;01.07.2025;mzsr
95320;9.86;15.10.2024;mzsr
9533D;3.96;15.10.2024;mzsr
9535D;11.83;15.10.2024;mzsr
95363;9.90;15.10.2024;mzsr
9536C;2175.85;15.10.2024;mzsr
95374;9.86;15.10.2024;mzsr
9538D;5.55;15.10.2024;mzsr
9540D;16.65;15.10.2024;mzsr
95452;14.20;15.10.2024;mzsr
9547D;1053.08;15.10.2024;mzsr
9549C;6.03;15.10.2024;mzsr
9550D;68.63;15.10.2024;mzsr
95513;353.41;15.10.2024;mzsr
9551C;18.09;15.10.2024;mzsr
9553C;6.78;15.10.2024;mzsr
9553D;68.63;15.10.2024;mzsr
95558;143.60;15.10.2024;mzsr
9555C;20.34;15.10.2024;mzsr
9556C;8.90;15.10.2024;mzsr
9556D;68.64;15.10.2024;mzsr
95582;23.21;15.10.2024;mzsr
95606;56.23;15.10.2024;mzsr
95607;54.47;15.10.2024;mzsr
9561C;106.45;15.10.2024;mzsr
9563B;119.04;15.10.2024;mzsr
9572C;365.55;15.10.2024;mzsr
9574C;394.70;15.10.2024;mzsr
9577C;452.73;15.10.2024;mzsr
9579C;7.90;15.10.2024;mzsr
9583C;27.64;15.10.2024;mzsr
95887;8.91;15.10.2024;mzsr
9598E;387.41;03.10.2025;mzsr
9600D;17.40;15.10.2024;mzsr
96030;5.04;15.10.2024;mzsr
96039;1.90;15.10.2024;mzsr
9604E;774.80;03.10.2025;mzsr
96084;0.52;15.10.2024;mzsr
96122;13.06;15.10.2024;mzsr
9613D;8.12;15.10.2024;mzsr
96168;3.23;15.10.2024;mzsr
9616D;28.41;15.10.2024;mzsr
96170;6.47;15.10.2024;mzsr
96187;1.80;15.10.2024;mzsr
96188;3.60;15.10.2024;mzsr
9618D;8.81;15.10.2024;mzsr
96190;1.08;15.10.2024;mzsr
96191;2.16;15.10.2024;mzsr
9619C;5.00;15.10.2024;mzsr
96226;7.78;15.10.2024;mzsr
96249;4.31;15.10.2024;mzsr
9627D;1901.27;15.10.2024;mzsr
96305;4.86;15.10.2024;mzsr
96306;9.75;15.10.2024;mzsr
96327;10.23;15.10.2024;mzsr
96408;14.43;15.10.2024;mzsr
9640D;1.63;15.10.2024;mzsr
96414;3.70;15.10.2024;mzsr
96416;2.93;15.10.2024;mzsr
9642D;4.08;15.10.2024;mzsr
96435;4.06;15.10.2024;mzsr
96475;2.97;15.10.2024;mzsr
9648D;826.21;15.10.2024;mzsr
96535;24.18;15.10.2024;mzsr
96610;2.78;15.10.2024;mzsr
9662D;130.38;15.10.2024;mzsr
9668D;256.56;15.10.2024;mzsr
96696;1.94;15.10.2024;mzsr
9679D;1069.68;15.10.2024;mzsr
96811;2.32;15.10.2024;mzsr
96813;1.76;15.10.2024;mzsr
96819;0.86;15.10.2024;mzsr
9681A;108.53;15.10.2024;mzsr
9682A;815.75;15.10.2024;mzsr
9683A;18.00;15.10.2024;mzsr
9684A;22.17;15.10.2024;mzsr
9684D;794.84;15.10.2024;mzsr
9686D;706.56;15.10.2024;mzsr
9687A;1470.60;15.10.2024;mzsr
9691B;1.81;15.10.2024;mzsr
9691C;4.14;15.10.2024;mzsr
9692C;12.45;15.10.2024;mzsr
9694D;794.83;15.10.2024;mzsr
9696C;4.83;15.10.2024;mzsr
96970;23.52;15.10.2024;mzsr
96977;0.81;15.10.2024;mzsr
96986;35.17;15.10.2024;mzsr
96988;68.22;15.10.2024;mzsr
9699D;706.56;15.10.2024;mzsr
9701C;6.81;15.10.2024;mzsr
9706A;333.45;15.10.2024;mzsr
9706C;7.68;15.10.2024;mzsr
9708C;15.36;15.10.2024;mzsr
97164;3.18;15.10.2024;mzsr
9716E;2488.36;02.09.2025;mzsr
97170;4.65;15.10.2024;mzsr
9717A;39.10;15.10.2024;mzsr
9717D;30.39;04.06.2025;mzsr
97213;185.58;15.10.2024;mzsr
9723D;4.82;15.10.2024;mzsr
97247;333.30;15.10.2024;mzsr
97248;658.04;15.10.2024;mzsr
9724A;38.35;15.10.2024;mzsr
97250;1393.47;15.10.2024;mzsr
97305;13.85;15.10.2024;mzsr
9731A;39.09;15.10.2024;mzsr
9738C;19.57;15.10.2024;mzsr
9739B;2.39;15.10.2024;mzsr
9741B;7.89;15.10.2024;mzsr
9744D;852.32;02.09.2025;mzsr
9746C;7.90;15.10.2024;mzsr
9746D;64.33;15.10.2024;mzsr
9750A;932.29;15.10.2024;mzsr
97513;3.13;15.10.2024;mzsr
9751C;281.64;15.10.2024;mzsr
9751D;180.39;15.10.2024;mzsr
9752D;448.46;15.10.2024;mzsr
9753A;932.29;15.10.2024;mzsr
9756A;932.29;15.10.2024;mzsr
9756D;10.47;15.10.2024;mzsr
9759A;932.29;15.10.2024;mzsr
97606;58.87;15.10.2024;mzsr
97607;72.49;15.10.2024;mzsr
9760A;1864.58;15.10.2024;mzsr
9760D;36.65;15.10.2024;mzsr
9764D;17.75;15.10.2024;mzsr
9765C;281.63;15.10.2024;mzsr
9767C;5.93;15.10.2024;mzsr
9768C;8.89;15.10.2024;mzsr
9768D;62.12;15.10.2024;mzsr
9770C;5415.36;15.10.2024;mzsr
97727;1.13;15.10.2024;mzsr
97728;0.23;15.10.2024;mzsr
97729;0.57;15.10.2024;mzsr
97730;1.14;15.10.2024;mzsr
97736;1.14;15.10.2024;mzsr
97738;1.14;15.10.2024;mzsr
97748;0.15;15.10.2024;mzsr
97749;0.38;15.10.2024;mzsr
97750;0.75;15.10.2024;mzsr
97761;0.84;15.10.2024;mzsr
97767;13.43;15.10.2024;mzsr
97768;244.78;15.10.2024;mzsr
97794;6.09;15.10.2024;mzsr
97797;2.28;15.10.2024;mzsr
9780D;94.67;15.10.2024;mzsr
9781D;124.37;15.10.2024;mzsr
97858;25.85;15.10.2024;mzsr
97864;11.72;15.10.2024;mzsr
97878;27.66;15.10.2024;mzsr
9788C;2172.65;15.10.2024;mzsr
9790C;4044.31;15.10.2024;mzsr
9792C;7.95;15.10.2024;mzsr
9793C;10.56;15.10.2024;mzsr
9803C;4.89;15.10.2024;mzsr
9809C;1.55;15.10.2024;mzsr
9811B;15563.68;15.10.2024;mzsr
9811D;3.12;15.10.2024;mzsr
9812B;338.74;15.10.2024;mzsr
9813B;379.78;15.10.2024;mzsr
9814B;491.56;15.10.2024;mzsr
9815B;699.89;15.10.2024;mzsr
9817B;9.60;15.10.2024;mzsr
98197;92.70;15.10.2024;mzsr
98203;463.50;15.10.2024;mzsr
98219;1.55;15.10.2024;mzsr
9823D;6.23;15.10.2024;mzsr
9827C;1205.93;15.10.2024;mzsr
9829C;852.28;15.10.2024;mzsr
98368;0.99;15.10.2024;mzsr
9840D;54.18;15.10.2024;mzsr
9845D;54.18;15.10.2024;mzsr
9850D;1079.40;15.10.2024;mzsr
98638;343.74;15.10.2024;mzsr
98639;745.64;15.10.2024;mzsr
98640;1374.29;15.10.2024;mzsr
98647;6.19;15.10.2024;mzsr
98648;23.65;01.07.2025;mzsr
98651;49.54;15.10.2024;mzsr
98654;74.31;15.10.2024;mzsr
98657;99.08;15.10.2024;mzsr
98712;1.12;15.10.2024;mzsr
9874C;12.41;15.10.2024;mzsr
98823;6.84;15.10.2024;mzsr
98824;7.20;02.09.2025;mzsr
98891;457.13;15.10.2024;mzsr
9893B;22.66;15.10.2024;mzsr
98944;0.50;15.10.2024;mzsr
98954;0.99;15.10.2024;mzsr
98958;3.30;15.10.2024;mzsr
98994;651.23;15.10.2024;mzsr
9899D;224.56;15.10.2024;mzsr
9902C;365.55;15.10.2024;mzsr
9907C;394.70;15.10.2024;mzsr
9909D;794.83;15.10.2024;mzsr
9912C;452.76;15.10.2024;mzsr
9916D;706.56;15.10.2024;mzsr
99170;1.08;15.10.2024;mzsr
99174;41.84;15.10.2024;mzsr
9917E;387.41;03.10.2025;mzsr
9918C;365.55;15.10.2024;mzsr
9920C;394.70;15.10.2024;mzsr
9922C;452.73;15.10.2024;mzsr
9925E;774.80;03.10.2025;mzsr
9931C;3.41;15.10.2024;mzsr
9932D;4.50;15.10.2024;mzsr
99336;2.90;15.10.2024;mzsr
9934D;13.50;15.10.2024;mzsr
9938D;4.05;15.10.2024;mzsr
9940D;12.15;15.10.2024;mzsr
99442;61.53;15.10.2024;mzsr
9944D;3.36;15.10.2024;mzsr
9946D;10.08;15.10.2024;mzsr
99503;1.97;15.10.2024;mzsr
9950D;2.91;15.10.2024;mzsr
9952D;8.73;15.10.2024;mzsr
99554;3.93;15.10.2024;mzsr
9958D;10.47;15.10.2024;mzsr
9959A;46.17;15.10.2024;mzsr
99600;4.86;15.10.2024;mzsr
9960D;36.65;15.10.2024;mzsr
9965A;63.56;15.10.2024;mzsr
9974D;10.47;15.10.2024;mzsr
9981D;12.24;15.10.2024;mzsr
99827;34.04;15.10.2024;mzsr
99838;68.09;15.10.2024;mzsr
99845;102.13;15.10.2024;mzsr
99860;8.75;15.10.2024;mzsr
9987C;13505.54;15.10.2024;mzsr
9993C;1654.18;15.10.2024;mzsr
99946;1.90;15.10.2024;mzsr
99949;3.80;15.10.2024;mzsr
9996C;281.63;15.10.2024;mzsr
9997C;203.09;15.10.2024;mzsr
