SUKL kod;Celkova cena;Datum zmeny;Zdroj
4205E;3.12;15.10.2024;mzsr
4207E;9.36;15.10.2024;mzsr
42080;4.83;15.10.2024;mzsr
42081;16.10;15.10.2024;mzsr
42120;669.31;15.10.2024;mzsr
4212B;1.95;15.10.2024;mzsr
4214B;5.85;15.10.2024;mzsr
42154;4.83;15.10.2024;mzsr
42169;63.56;15.10.2024;mzsr
42178;183.11;15.10.2024;mzsr
4217B;3.90;15.10.2024;mzsr
42192;8.07;15.10.2024;mzsr
4219B;11.70;15.10.2024;mzsr
4219E;4.41;15.10.2024;mzsr
42227;32.76;15.10.2024;mzsr
4222E;14.41;15.10.2024;mzsr
42231;2.40;15.10.2024;mzsr
42235;8.00;15.10.2024;mzsr
42241;3.59;15.10.2024;mzsr
42246;12.00;15.10.2024;mzsr
42252;4.84;15.10.2024;mzsr
42256;16.00;15.10.2024;mzsr
42276;3.47;15.10.2024;mzsr
42280;6.97;15.10.2024;mzsr
42384;5.60;15.10.2024;mzsr
42389;102.06;15.10.2024;mzsr
42415;408.24;15.10.2024;mzsr
42540;9.90;15.10.2024;mzsr
42584;0.50;15.10.2024;mzsr
42603;0.99;15.10.2024;mzsr
42622;1.49;15.10.2024;mzsr
42636;3.63;15.10.2024;mzsr
42638;2.40;15.10.2024;mzsr
42658;4.84;15.10.2024;mzsr
42665;1.12;15.10.2024;mzsr
42683;10.32;15.10.2024;mzsr
4270D;363.13;15.10.2024;mzsr
4270E;298.31;15.10.2024;mzsr
4271D;406.21;15.10.2024;mzsr
42755;17.24;15.10.2024;mzsr
42758;23.90;15.10.2024;mzsr
42761;31.45;15.10.2024;mzsr
42805;24.20;15.10.2024;mzsr
4283E;3.72;15.10.2024;mzsr
4285E;6.20;15.10.2024;mzsr
4293E;360.50;02.05.2025;mzsr
4294E;4708.41;02.05.2025;mzsr
42979;13.84;15.10.2024;mzsr
4300B;25.08;15.10.2024;mzsr
43036;165.42;15.10.2024;mzsr
43041;82.71;15.10.2024;mzsr
43044;5.82;15.10.2024;mzsr
4304E;4.65;03.01.2025;mzsr
4305E;14.52;15.10.2024;mzsr
4306D;3194.87;15.10.2024;mzsr
43087;3.93;15.10.2024;mzsr
43115;1.49;15.10.2024;mzsr
43116;2.99;15.10.2024;mzsr
43119;5.90;15.10.2024;mzsr
43149;7.86;15.10.2024;mzsr
4319A;10.20;15.10.2024;mzsr
43229;8.04;15.10.2024;mzsr
43230;293.78;15.10.2024;mzsr
4323A;284.00;15.10.2024;mzsr
4325A;567.97;15.10.2024;mzsr
4327B;2556.38;15.10.2024;mzsr
4329D;65.07;15.10.2024;mzsr
43345;0.60;15.10.2024;mzsr
43349;2.00;15.10.2024;mzsr
43358;1.20;15.10.2024;mzsr
43362;4.00;15.10.2024;mzsr
43378;23.46;15.10.2024;mzsr
4345E;281.16;04.06.2025;mzsr
4351C;3.14;15.10.2024;mzsr
43537;3.02;15.10.2024;mzsr
43540;20.37;15.10.2024;mzsr
43542;21.29;15.10.2024;mzsr
4354C;3.28;15.10.2024;mzsr
43567;3186.59;15.10.2024;mzsr
43638;87.25;15.10.2024;mzsr
43642;87.28;15.10.2024;mzsr
4367D;2.14;15.10.2024;mzsr
4377B;28.78;15.10.2024;mzsr
43791;0.56;15.10.2024;mzsr
43799;1.96;15.10.2024;mzsr
43814;1.12;15.10.2024;mzsr
43822;3.92;15.10.2024;mzsr
4383C;4.06;15.10.2024;mzsr
4386B;28.53;15.10.2024;mzsr
43877;5.04;15.10.2024;mzsr
4390C;4.31;15.10.2024;mzsr
4390D;26.99;15.10.2024;mzsr
4392C;6.16;15.10.2024;mzsr
43962;1.70;15.10.2024;mzsr
43974;2.33;15.10.2024;mzsr
43981;4.65;15.10.2024;mzsr
4399C;2.91;15.10.2024;mzsr
44012;8.97;15.10.2024;mzsr
4401C;8.73;15.10.2024;mzsr
44043;17.68;15.10.2024;mzsr
4404C;3.36;15.10.2024;mzsr
4406C;10.08;15.10.2024;mzsr
44077;25.64;15.10.2024;mzsr
4407A;5.28;15.10.2024;mzsr
4409C;4.05;15.10.2024;mzsr
4411C;12.15;15.10.2024;mzsr
44133;4.33;15.10.2024;mzsr
4414A;17.57;15.10.2024;mzsr
4414C;4.50;15.10.2024;mzsr
44168;21.20;15.10.2024;mzsr
4416C;13.50;15.10.2024;mzsr
44176;1.77;15.10.2024;mzsr
44180;5.31;15.10.2024;mzsr
4418C;183.30;15.10.2024;mzsr
44195;6.72;15.10.2024;mzsr
4424D;108.56;15.10.2024;mzsr
4425D;542.69;15.10.2024;mzsr
44300;3.02;15.10.2024;mzsr
44305;3.63;15.10.2024;mzsr
44307;5.42;15.10.2024;mzsr
44310;9.05;15.10.2024;mzsr
44359;8.34;15.10.2024;mzsr
44367;23.02;15.10.2024;mzsr
44423;42.97;15.10.2024;mzsr
4443B;133.05;15.10.2024;mzsr
4443D;60.14;15.10.2024;mzsr
4447E;21.52;04.02.2025;mzsr
4449E;79.02;04.02.2025;mzsr
4453D;26.99;15.10.2024;mzsr
4464D;13.72;15.10.2024;mzsr
4464E;21.76;04.02.2025;mzsr
44653;71.70;15.10.2024;mzsr
44654;108.33;15.10.2024;mzsr
44660;144.05;15.10.2024;mzsr
44661;212.05;15.10.2024;mzsr
44662;288.10;15.10.2024;mzsr
4466E;79.02;04.02.2025;mzsr
4470B;15.87;15.10.2024;mzsr
4474D;27.44;15.10.2024;mzsr
4475D;41.15;15.10.2024;mzsr
4476A;25.62;15.10.2024;mzsr
4476D;96.04;15.10.2024;mzsr
4477C;72.41;15.10.2024;mzsr
4479E;292.17;15.10.2024;mzsr
4481C;75060.82;15.10.2024;mzsr
4481E;621.81;15.10.2024;mzsr
4482B;21.83;15.10.2024;mzsr
4483D;27.44;15.10.2024;mzsr
4483E;1056.15;15.10.2024;mzsr
4484D;96.04;15.10.2024;mzsr
4489C;9.60;15.10.2024;mzsr
44916;9.76;15.10.2024;mzsr
4491A;2226.68;15.10.2024;mzsr
44922;19.54;15.10.2024;mzsr
4501C;11.87;15.10.2024;mzsr
45080;35.37;15.10.2024;mzsr
45082;320.64;15.10.2024;mzsr
45083;649.29;15.10.2024;mzsr
45084;1323.64;15.10.2024;mzsr
4509E;901.63;04.08.2025;mzsr
45105;258.00;15.10.2024;mzsr
4510C;3.27;15.10.2024;mzsr
4511E;57.19;15.10.2024;mzsr
4512E;364.02;15.10.2024;mzsr
4516C;8.56;15.10.2024;mzsr
4522E;298.30;15.10.2024;mzsr
45241;12.98;15.10.2024;mzsr
45244;15.92;15.10.2024;mzsr
4524B;2379.54;15.10.2024;mzsr
45254;2.30;15.10.2024;mzsr
4525E;81.08;15.10.2024;mzsr
45260;2.46;15.10.2024;mzsr
45265;7.92;15.10.2024;mzsr
4527E;202.70;15.10.2024;mzsr
4529E;405.40;15.10.2024;mzsr
45300;1.76;15.10.2024;mzsr
4532E;649.22;15.10.2024;mzsr
4534D;329.40;15.10.2024;mzsr
4535E;649.22;15.10.2024;mzsr
45368;3.43;15.10.2024;mzsr
45411;224.33;15.10.2024;mzsr
4541D;485.41;15.10.2024;mzsr
45466;12.42;15.10.2024;mzsr
4547D;1.49;15.10.2024;mzsr
4551E;1.58;02.09.2025;mzsr
4555E;3.15;02.09.2025;mzsr
4559D;9.00;15.10.2024;mzsr
45604;4.43;15.10.2024;mzsr
45605;8.87;15.10.2024;mzsr
4562B;133.05;15.10.2024;mzsr
4566E;3.77;02.09.2025;mzsr
4568D;363.80;15.10.2024;mzsr
4570C;8643.29;15.10.2024;mzsr
45710;2.25;15.10.2024;mzsr
4573E;2.28;02.09.2025;mzsr
45744;19.73;15.10.2024;mzsr
45749;1.52;15.10.2024;mzsr
4574D;4.34;15.10.2024;mzsr
45753;7.65;15.10.2024;mzsr
45759;1.86;15.10.2024;mzsr
4575C;217.11;15.10.2024;mzsr
45763;9.30;15.10.2024;mzsr
45768;13.97;15.10.2024;mzsr
45773;18.62;15.10.2024;mzsr
4577C;542.69;15.10.2024;mzsr
4577D;21.70;15.10.2024;mzsr
4577E;4.56;02.09.2025;mzsr
45784;12.05;15.10.2024;mzsr
4579C;30.95;15.10.2024;mzsr
4580C;87.36;15.10.2024;mzsr
4580D;1789306.64;15.10.2024;mzsr
4581C;171.37;15.10.2024;mzsr
4581D;1789306.64;15.10.2024;mzsr
4581E;11.67;04.11.2024;mzsr
4582D;1789306.64;15.10.2024;mzsr
4583D;1789306.64;15.10.2024;mzsr
4584D;1789306.64;15.10.2024;mzsr
4585D;1789306.64;15.10.2024;mzsr
4585E;69.68;04.11.2024;mzsr
4586D;1789306.64;15.10.2024;mzsr
4587D;1789306.64;15.10.2024;mzsr
4588D;1789306.64;15.10.2024;mzsr
4589D;1789306.64;15.10.2024;mzsr
4590D;1789306.64;15.10.2024;mzsr
4591D;1789306.64;15.10.2024;mzsr
4592D;1789306.64;15.10.2024;mzsr
4592E;14.51;04.11.2024;mzsr
45939;1.10;15.10.2024;mzsr
4593D;1789306.64;15.10.2024;mzsr
45943;2.19;15.10.2024;mzsr
45948;7.30;15.10.2024;mzsr
4594A;3.60;15.10.2024;mzsr
4594B;6.20;15.10.2024;mzsr
4594D;1789306.64;15.10.2024;mzsr
4595D;1789306.64;15.10.2024;mzsr
4596D;1789306.64;15.10.2024;mzsr
4596E;87.10;04.11.2024;mzsr
4597D;1789306.64;15.10.2024;mzsr
4598D;1789306.64;15.10.2024;mzsr
45996;1.21;15.10.2024;mzsr
45997;2.43;15.10.2024;mzsr
45998;3.64;15.10.2024;mzsr
4599D;1789306.64;15.10.2024;mzsr
4600D;1789306.64;15.10.2024;mzsr
4601D;1789306.64;15.10.2024;mzsr
4603E;16.75;04.11.2024;mzsr
4605A;7.20;15.10.2024;mzsr
4606C;409.67;15.10.2024;mzsr
46079;8.97;15.10.2024;mzsr
4607E;100.50;04.11.2024;mzsr
4610C;409.69;15.10.2024;mzsr
46130;542.69;15.10.2024;mzsr
4614E;20.33;04.11.2024;mzsr
4618E;121.94;04.11.2024;mzsr
46235;1.60;15.10.2024;mzsr
46239;2.76;15.10.2024;mzsr
46243;5.33;15.10.2024;mzsr
46245;17.77;15.10.2024;mzsr
46255;1.96;15.10.2024;mzsr
4625B;7.45;15.10.2024;mzsr
4625C;217.11;15.10.2024;mzsr
46276;3.92;15.10.2024;mzsr
46281;12.60;15.10.2024;mzsr
46292;20.99;15.10.2024;mzsr
4629E;134.47;04.11.2024;mzsr
46342;458.33;15.10.2024;mzsr
46343;730.75;15.10.2024;mzsr
4634A;4.06;15.10.2024;mzsr
4634C;10269.09;15.10.2024;mzsr
4635C;9.60;15.10.2024;mzsr
4637A;13.05;15.10.2024;mzsr
4640D;5.16;15.10.2024;mzsr
4640E;141.33;04.11.2024;mzsr
4644D;10.32;15.10.2024;mzsr
4647E;24.41;04.11.2024;mzsr
4648A;5.26;15.10.2024;mzsr
4651D;90.05;15.10.2024;mzsr
4651E;145.91;04.11.2024;mzsr
4652B;14.90;15.10.2024;mzsr
46594;62.31;15.10.2024;mzsr
46599;1.62;15.10.2024;mzsr
4660B;121.81;15.10.2024;mzsr
4663D;6.44;15.10.2024;mzsr
46640;2.70;15.10.2024;mzsr
46643;5.37;15.10.2024;mzsr
46645;3.16;15.10.2024;mzsr
4665D;101.30;15.10.2024;mzsr
4667A;14.20;15.10.2024;mzsr
4668D;101.30;15.10.2024;mzsr
4669C;743.64;15.10.2024;mzsr
4671C;743.64;15.10.2024;mzsr
4671D;101.30;15.10.2024;mzsr
4674C;9.87;15.10.2024;mzsr
4676D;26.99;15.10.2024;mzsr
4677C;29.61;15.10.2024;mzsr
46784;52.56;15.10.2024;mzsr
46788;105.12;15.10.2024;mzsr
4679A;12.54;15.10.2024;mzsr
4679D;94.47;15.10.2024;mzsr
4680E;8.71;04.11.2024;mzsr
4684E;52.26;04.11.2024;mzsr
46861;0.74;15.10.2024;mzsr
46872;684.79;15.10.2024;mzsr
4688C;363.13;15.10.2024;mzsr
4688D;27.44;15.10.2024;mzsr
46903;119.07;15.10.2024;mzsr
4690D;41.15;15.10.2024;mzsr
4691C;406.21;15.10.2024;mzsr
4692D;96.04;15.10.2024;mzsr
46957;3.65;15.10.2024;mzsr
46960;4.40;15.10.2024;mzsr
46963;2.20;15.10.2024;mzsr
4696D;27.44;15.10.2024;mzsr
4699D;96.04;15.10.2024;mzsr
47009;4.80;15.10.2024;mzsr
4700C;7.82;15.10.2024;mzsr
47011;325.49;15.10.2024;mzsr
47013;1301.96;15.10.2024;mzsr
47025;489.83;15.10.2024;mzsr
4706E;8.42;04.11.2024;mzsr
4707D;12.24;15.10.2024;mzsr
4716D;10.47;15.10.2024;mzsr
4719E;298.30;15.10.2024;mzsr
4721C;0.87;15.10.2024;mzsr
4722E;148.01;03.01.2025;mzsr
4726D;327.18;15.10.2024;mzsr
47314;3.00;15.10.2024;mzsr
47344;3.62;15.10.2024;mzsr
47346;18.10;15.10.2024;mzsr
4735E;37.98;15.10.2024;mzsr
4739D;33.39;15.10.2024;mzsr
47414;6.13;15.10.2024;mzsr
47416;24.52;15.10.2024;mzsr
4741C;489.83;15.10.2024;mzsr
47420;8.19;15.10.2024;mzsr
47422;32.72;15.10.2024;mzsr
47492;1.91;15.10.2024;mzsr
47494;3.18;15.10.2024;mzsr
4749E;18.99;15.10.2024;mzsr
4753E;63.26;15.10.2024;mzsr
4755B;10.23;15.10.2024;mzsr
4757B;30.69;15.10.2024;mzsr
47592;5.10;15.10.2024;mzsr
4760A;4.06;15.10.2024;mzsr
4764A;12.18;15.10.2024;mzsr
47653;9.49;15.10.2024;mzsr
47664;7.56;15.10.2024;mzsr
47665;11.34;15.10.2024;mzsr
4767E;10.14;15.10.2024;mzsr
4771B;202.91;15.10.2024;mzsr
4771E;33.80;15.10.2024;mzsr
4772A;5.26;15.10.2024;mzsr
47731;2.35;15.10.2024;mzsr
47775;12.91;15.10.2024;mzsr
47776;15.75;15.10.2024;mzsr
4778B;27.69;15.10.2024;mzsr
47797;11.46;15.10.2024;mzsr
47803;40.10;15.10.2024;mzsr
47808;4.55;15.10.2024;mzsr
47814;15.94;15.10.2024;mzsr
4784B;42.86;15.10.2024;mzsr
47858;228.90;15.10.2024;mzsr
47859;26.16;15.10.2024;mzsr
47861;25.63;15.10.2024;mzsr
4792E;3.42;04.02.2025;mzsr
4795B;43.32;15.10.2024;mzsr
4795D;292.17;15.10.2024;mzsr
4801E;1.89;04.02.2025;mzsr
4804B;41.27;15.10.2024;mzsr
4804E;3.77;02.05.2025;mzsr
4807B;123.84;15.10.2024;mzsr
4812C;1.53;15.10.2024;mzsr
4813E;4.56;04.02.2025;mzsr
4816D;621.81;15.10.2024;mzsr
4819C;11784.79;15.10.2024;mzsr
48200;2.30;15.10.2024;mzsr
4822B;41.49;15.10.2024;mzsr
4825B;124.47;15.10.2024;mzsr
4836A;6.55;02.09.2025;mzsr
4838A;9.84;02.09.2025;mzsr
4840B;895.62;15.10.2024;mzsr
4846A;6.87;15.10.2024;mzsr
4848A;10.31;15.10.2024;mzsr
4856E;33.80;15.10.2024;mzsr
4858B;5.94;15.10.2024;mzsr
4858C;912.92;15.10.2024;mzsr
4858D;1056.14;15.10.2024;mzsr
4863B;8.90;15.10.2024;mzsr
4872E;63.26;15.10.2024;mzsr
4876D;409.67;15.10.2024;mzsr
4877C;69.47;15.10.2024;mzsr
4878D;409.67;15.10.2024;mzsr
4880C;12135.51;15.10.2024;mzsr
4883D;8.82;15.10.2024;mzsr
4885B;2.91;15.10.2024;mzsr
4885D;16.42;15.10.2024;mzsr
4886B;8.73;15.10.2024;mzsr
4887D;24.47;15.10.2024;mzsr
4887E;37.98;15.10.2024;mzsr
4907C;1.05;15.10.2024;mzsr
4908D;4882.92;15.10.2024;mzsr
4928A;4.06;15.10.2024;mzsr
4929A;8.12;15.10.2024;mzsr
4929E;2.49;15.10.2024;mzsr
4931E;4.92;15.10.2024;mzsr
4934A;5.26;15.10.2024;mzsr
4935A;10.53;15.10.2024;mzsr
4940D;508.78;15.10.2024;mzsr
49447;2.00;15.10.2024;mzsr
49450;0.41;15.10.2024;mzsr
4949B;6.20;15.10.2024;mzsr
49503;1.52;15.10.2024;mzsr
49505;3.54;15.10.2024;mzsr
49507;10.62;15.10.2024;mzsr
49511;0.44;15.10.2024;mzsr
49522;2.28;15.10.2024;mzsr
49527;1.77;15.10.2024;mzsr
49530;5.31;15.10.2024;mzsr
49549;3.98;15.10.2024;mzsr
49594;10.10;15.10.2024;mzsr
49596;40.39;15.10.2024;mzsr
49623;6.03;15.10.2024;mzsr
49710;1.12;15.10.2024;mzsr
4971D;25.74;15.10.2024;mzsr
4973B;133.05;15.10.2024;mzsr
4974D;692.31;15.10.2024;mzsr
4980D;692.31;15.10.2024;mzsr
4986C;82.15;15.10.2024;mzsr
4987C;398.43;15.10.2024;mzsr
4988C;790.06;15.10.2024;mzsr
4988E;298.31;15.10.2024;mzsr
4989C;1454.74;15.10.2024;mzsr
4990C;3054.28;15.10.2024;mzsr
49924;16.45;15.10.2024;mzsr
49926;24.52;15.10.2024;mzsr
49965;2.10;15.10.2024;mzsr
49969;7.00;15.10.2024;mzsr
5005C;630.65;15.10.2024;mzsr
5006C;1395.17;15.10.2024;mzsr
50071;0.54;15.10.2024;mzsr
50075;1.62;15.10.2024;mzsr
50076;2.70;15.10.2024;mzsr
50078;4.86;15.10.2024;mzsr
5012C;21.67;15.10.2024;mzsr
5020B;29.40;15.10.2024;mzsr
5023D;4.06;15.10.2024;mzsr
5026B;98.00;15.10.2024;mzsr
5033B;29.40;15.10.2024;mzsr
5039B;98.00;15.10.2024;mzsr
50408;15.48;15.10.2024;mzsr
5040D;4.31;15.10.2024;mzsr
5044D;4.86;15.10.2024;mzsr
50467;577.85;15.10.2024;mzsr
50478;64.06;15.10.2024;mzsr
5047B;11.32;15.10.2024;mzsr
50480;64.06;15.10.2024;mzsr
50490;16.80;15.10.2024;mzsr
50495;30.84;15.10.2024;mzsr
5049B;113.18;15.10.2024;mzsr
50500;51.20;15.10.2024;mzsr
50503;111.34;15.10.2024;mzsr
50509;29.40;15.10.2024;mzsr
5050B;23.99;15.10.2024;mzsr
5052B;239.90;15.10.2024;mzsr
50556;5.26;15.10.2024;mzsr
50672;281.80;15.10.2024;mzsr
50784;6.43;15.10.2024;mzsr
50805;8.84;15.10.2024;mzsr
50826;17.68;15.10.2024;mzsr
50830;35.36;15.10.2024;mzsr
50853;23.49;15.10.2024;mzsr
5087C;2075.37;15.10.2024;mzsr
50926;4.50;15.10.2024;mzsr
50931;13.50;15.10.2024;mzsr
50934;320.63;15.10.2024;mzsr
50935;634.57;15.10.2024;mzsr
50936;1304.65;15.10.2024;mzsr
50943;4.05;15.10.2024;mzsr
50948;12.15;15.10.2024;mzsr
50957;3.36;15.10.2024;mzsr
50962;10.08;15.10.2024;mzsr
50971;2.91;15.10.2024;mzsr
50976;8.73;15.10.2024;mzsr
51015;1.85;15.10.2024;mzsr
51018;1.85;15.10.2024;mzsr
51019;2.77;15.10.2024;mzsr
51023;3.69;15.10.2024;mzsr
5102C;1451.06;15.10.2024;mzsr
5103C;5804.25;15.10.2024;mzsr
5105C;8706.38;15.10.2024;mzsr
51159;12.54;15.10.2024;mzsr
5118D;9952.84;04.06.2025;mzsr
51191;15.53;15.10.2024;mzsr
5121E;117.71;01.04.2025;mzsr
5126D;12.41;15.10.2024;mzsr
5127E;234.91;01.04.2025;mzsr
51288;6.11;15.10.2024;mzsr
5129C;14.30;15.10.2024;mzsr
51317;12.25;15.10.2024;mzsr
5131A;3.12;15.10.2024;mzsr
51328;3.60;15.10.2024;mzsr
51331;10.80;15.10.2024;mzsr
5137D;47.94;15.10.2024;mzsr
5140C;21.33;15.10.2024;mzsr
5151C;39.95;15.10.2024;mzsr
51550;1.37;15.10.2024;mzsr
51573;4.55;15.10.2024;mzsr
5161B;3.20;15.10.2024;mzsr
5162B;3.78;15.10.2024;mzsr
51633;2.10;15.10.2024;mzsr
51645;4.20;15.10.2024;mzsr
51647;14.70;15.10.2024;mzsr
51658;4.20;15.10.2024;mzsr
51662;12.60;15.10.2024;mzsr
51669;2.10;15.10.2024;mzsr
5166E;44.77;04.03.2025;mzsr
51673;6.30;15.10.2024;mzsr
5169E;333.97;04.03.2025;mzsr
5173C;74.13;15.10.2024;mzsr
51831;12.81;15.10.2024;mzsr
51832;42.70;15.10.2024;mzsr
51837;6.14;15.10.2024;mzsr
51849;4.84;15.10.2024;mzsr
5184E;84.43;04.03.2025;mzsr
51855;16.94;15.10.2024;mzsr
51861;3.98;15.10.2024;mzsr
5186D;10.23;15.10.2024;mzsr
51895;25.03;15.10.2024;mzsr
51897;175.21;15.10.2024;mzsr
5191D;30.67;15.10.2024;mzsr
51948;4.40;15.10.2024;mzsr
51951;14.41;15.10.2024;mzsr
51955;3.12;15.10.2024;mzsr
51958;9.36;15.10.2024;mzsr
5199E;3.78;15.10.2024;mzsr
5205A;426.75;15.10.2024;mzsr
5205B;1494.01;15.10.2024;mzsr
5207A;426.75;15.10.2024;mzsr
52089;25.63;15.10.2024;mzsr
5211D;14.43;15.10.2024;mzsr
5220E;10.47;15.10.2024;mzsr
5222A;14.20;15.10.2024;mzsr
5225E;36.65;15.10.2024;mzsr
52271;2.46;15.10.2024;mzsr
52273;4.92;15.10.2024;mzsr
52277;3.60;15.10.2024;mzsr
52279;7.20;15.10.2024;mzsr
52292;1.35;15.10.2024;mzsr
52306;2.70;15.10.2024;mzsr
52310;2.70;15.10.2024;mzsr
52312;4.05;15.10.2024;mzsr
52314;5.40;15.10.2024;mzsr
5231B;2.08;15.10.2024;mzsr
5231E;8.42;04.11.2024;mzsr
5234C;53.07;15.10.2024;mzsr
5235A;12.53;15.10.2024;mzsr
52361;7.30;15.10.2024;mzsr
5238E;638.23;04.06.2025;mzsr
5242E;1756.85;15.10.2024;mzsr
5243B;4.16;15.10.2024;mzsr
5243E;1760.31;15.10.2024;mzsr
5244C;57.59;15.10.2024;mzsr
52459;525.61;15.10.2024;mzsr
52466;90.46;15.10.2024;mzsr
52515;24.80;15.10.2024;mzsr
52518;49.59;15.10.2024;mzsr
52524;37.18;15.10.2024;mzsr
52527;74.38;15.10.2024;mzsr
5252C;53.44;15.10.2024;mzsr
52533;27.47;15.10.2024;mzsr
52547;3.62;15.10.2024;mzsr
52549;18.08;15.10.2024;mzsr
5254B;12.75;01.07.2025;mzsr
5256A;4.25;15.10.2024;mzsr
5256B;78.75;15.10.2024;mzsr
5258B;157.50;15.10.2024;mzsr
5260B;233.73;15.10.2024;mzsr
5260C;105.59;15.10.2024;mzsr
5266A;14.20;15.10.2024;mzsr
5268A;24.84;15.10.2024;mzsr
5268C;3727.16;15.10.2024;mzsr
5269E;85.96;03.01.2025;mzsr
5270C;224.56;15.10.2024;mzsr
5273A;12.53;15.10.2024;mzsr
5275A;25.09;15.10.2024;mzsr
52849;10.59;15.10.2024;mzsr
5287B;62.90;15.10.2024;mzsr
5289A;7.10;15.10.2024;mzsr
5290B;23.42;15.10.2024;mzsr
52929;0.96;15.10.2024;mzsr
5292B;39.95;15.10.2024;mzsr
5294E;224.56;15.10.2024;mzsr
5296A;21.29;15.10.2024;mzsr
5297E;183.80;15.10.2024;mzsr
5300E;183.80;15.10.2024;mzsr
5301C;27.46;15.10.2024;mzsr
5302A;12.53;15.10.2024;mzsr
5303D;203.09;15.10.2024;mzsr
5305C;40.67;15.10.2024;mzsr
5309A;37.63;15.10.2024;mzsr
5309C;50.82;15.10.2024;mzsr
53128;6.97;15.10.2024;mzsr
53129;4.36;15.10.2024;mzsr
53132;8.72;15.10.2024;mzsr
53188;3.04;15.10.2024;mzsr
53189;2.25;15.10.2024;mzsr
53193;6.08;15.10.2024;mzsr
53216;3.72;15.10.2024;mzsr
53219;7.44;15.10.2024;mzsr
53239;9.18;15.10.2024;mzsr
5323B;1.08;15.10.2024;mzsr
5325B;1.51;15.10.2024;mzsr
53273;2.85;15.10.2024;mzsr
5327B;2.70;15.10.2024;mzsr
53282;2.25;15.10.2024;mzsr
53283;4.51;15.10.2024;mzsr
53286;11.09;15.10.2024;mzsr
5328B;4.86;15.10.2024;mzsr
5329B;455.81;15.10.2024;mzsr
53301;172.86;15.10.2024;mzsr
5330B;1174.54;15.10.2024;mzsr
5331C;15.87;15.10.2024;mzsr
5332C;21.83;15.10.2024;mzsr
5335D;596.35;15.10.2024;mzsr
53383;2.10;15.10.2024;mzsr
53389;2.80;15.10.2024;mzsr
5342B;6.20;15.10.2024;mzsr
5342E;3750.49;02.12.2024;mzsr
53457;2.51;15.10.2024;mzsr
5348B;7.45;15.10.2024;mzsr
53504;3.60;15.10.2024;mzsr
5352D;12.22;15.10.2024;mzsr
53541;9.80;15.10.2024;mzsr
53544;48.88;15.10.2024;mzsr
53550;6.84;15.10.2024;mzsr
5357B;14.90;15.10.2024;mzsr
5357E;26.99;15.10.2024;mzsr
5360D;10.46;15.10.2024;mzsr
53626;13.58;15.10.2024;mzsr
53639;1.62;15.10.2024;mzsr
5363C;9.27;15.10.2024;mzsr
53641;0.63;15.10.2024;mzsr
53642;1.26;15.10.2024;mzsr
53643;2.52;15.10.2024;mzsr
5367B;31.73;15.10.2024;mzsr
53712;180.00;15.10.2024;mzsr
5373C;799.11;15.10.2024;mzsr
53741;4.05;15.10.2024;mzsr
53761;2.46;15.10.2024;mzsr
5381B;43.66;15.10.2024;mzsr
5384C;8.79;15.10.2024;mzsr
53853;4.51;15.10.2024;mzsr
5386C;26.37;15.10.2024;mzsr
53876;27.95;15.10.2024;mzsr
5396C;2745.62;15.10.2024;mzsr
5406B;6.20;15.10.2024;mzsr
54151;2.16;15.10.2024;mzsr
5418B;7.45;15.10.2024;mzsr
54211;42.70;15.10.2024;mzsr
54254;51.89;15.10.2024;mzsr
54292;21.03;15.10.2024;mzsr
54300;61.43;15.10.2024;mzsr
54301;32.51;15.10.2024;mzsr
54305;32.44;15.10.2024;mzsr
5431A;4.06;15.10.2024;mzsr
5435B;14.90;15.10.2024;mzsr
5437A;13.05;15.10.2024;mzsr
54422;0.33;04.02.2025;mzsr
54423;0.99;15.10.2024;mzsr
5442A;5.26;15.10.2024;mzsr
54452;2.80;15.10.2024;mzsr
54475;4.62;15.10.2024;mzsr
54490;3.70;15.10.2024;mzsr
5453D;130.47;15.10.2024;mzsr
5457D;256.74;15.10.2024;mzsr
54673;38.43;15.10.2024;mzsr
5482D;839.10;15.10.2024;mzsr
5483C;24.07;15.10.2024;mzsr
5483D;4994.94;15.10.2024;mzsr
5487D;10139.80;15.10.2024;mzsr
5489D;836.40;15.10.2024;mzsr
5504D;130.47;15.10.2024;mzsr
5510D;256.74;15.10.2024;mzsr
5524E;30.39;04.06.2025;mzsr
55295;31.33;15.10.2024;mzsr
5535E;29.40;15.10.2024;mzsr
5537A;2.46;15.10.2024;mzsr
55407;228.95;15.10.2024;mzsr
5540A;3.60;15.10.2024;mzsr
5540E;29.40;15.10.2024;mzsr
55458;0.42;15.10.2024;mzsr
55560;2.10;15.10.2024;mzsr
55582;1.05;15.10.2024;mzsr
55590;1.13;15.10.2024;mzsr
5560B;42.70;15.10.2024;mzsr
55636;2.45;15.10.2024;mzsr
5567A;10.25;15.10.2024;mzsr
5573A;14.50;15.10.2024;mzsr
5576E;27.60;15.10.2024;mzsr
5579E;88.02;15.10.2024;mzsr
5581C;549.52;15.10.2024;mzsr
5584E;29.34;15.10.2024;mzsr
5587E;88.02;15.10.2024;mzsr
55952;2.96;15.10.2024;mzsr
5606E;3843.64;15.10.2024;mzsr
56073;149.85;15.10.2024;mzsr
5610D;133.28;15.10.2024;mzsr
5611E;91.51;15.10.2024;mzsr
5613E;447.24;04.03.2025;mzsr
56150;12.89;15.10.2024;mzsr
